Replicate,File Name,Molecule List,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Isotope Label Type,Best Retention Time,Acquired Time,Molecule Note,Max Height,Total Area
INR_1000_C,6495c_CE_pos_INR_1000C.d,Mono-unsaturated Fatty Acids_Long,(C19:1) 10Z-Nonadecenoic acid,C19H36O2,295.264255,[M-H],light,5.77,5/2/2024 2:16,DETECTED. RT confirmed at 5.9,6392,53983
wakeup_01,6495c_CE_pos_wakeup_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.29,5/1/2024 8:41,DETECTED. RT confirmed at 3.1,0,0
cleanup_01,6495c_CE_pos_cleanup_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.3,5/2/2024 3:24,DETECTED. RT confirmed at 3.1,0,0
PQC_01,6495c_CE_pos_PQC_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 13:47,DETECTED. RT confirmed at 3.1,14715,124589
PQC_02,6495c_CE_pos_PQC_02.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 14:04,DETECTED. RT confirmed at 3.1,14644,121563
PQC_03,6495c_CE_pos_PQC_03.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.08,5/1/2024 14:21,DETECTED. RT confirmed at 3.1,13784,116649
PQC_04,6495c_CE_pos_PQC_04.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.06,5/1/2024 14:38,DETECTED. RT confirmed at 3.1,14204,114101
PQC_05,6495c_CE_pos_PQC_05.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 16:37,DETECTED. RT confirmed at 3.1,14076,108311
PQC_06,6495c_CE_pos_PQC_06.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.01,5/1/2024 18:36,DETECTED. RT confirmed at 3.1,13786,107081
PQC_07,6495c_CE_pos_PQC_07.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.99,5/1/2024 20:35,DETECTED. RT confirmed at 3.1,13050,102375
PQC_08,6495c_CE_pos_PQC_08.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/1/2024 22:35,DETECTED. RT confirmed at 3.1,13714,99901
PQC_09,6495c_CE_pos_PQC_09.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/2/2024 0:34,DETECTED. RT confirmed at 3.1,12796,97625
PQC_10,6495c_CE_pos_PQC_10.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/2/2024 2:33,DETECTED. RT confirmed at 3.1,12706,92623
mb_A_01,6495c_CE_pos_mb_A_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.49,5/1/2024 13:13,DETECTED. RT confirmed at 3.1,484,2732
mb_A_02,6495c_CE_pos_mb_A_02.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.35,5/2/2024 2:50,DETECTED. RT confirmed at 3.1,613,6232
mb_B_01,6495c_CE_pos_mb_B_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.43,5/1/2024 13:30,DETECTED. RT confirmed at 3.1,554,4883
mb_B_02,6495c_CE_pos_mb_B_02.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.38,5/2/2024 3:07,DETECTED. RT confirmed at 3.1,470,4552
sb_00,6495c_CE_pos_sb_00.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.29,5/1/2024 8:58,DETECTED. RT confirmed at 3.1,0,0
sb_01,6495c_CE_pos_sb_01.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.29,5/1/2024 10:06,DETECTED. RT confirmed at 3.1,0,0
sb_02,6495c_CE_pos_sb_02.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.29,5/1/2024 12:56,DETECTED. RT confirmed at 3.1,0,0
WT_0_A,6495c_CE_pos_WT_0A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.96,5/2/2024 1:42,DETECTED. RT confirmed at 3.1,23730,196127
WT_0_B,6495c_CE_pos_WT_0B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.04,5/1/2024 16:20,DETECTED. RT confirmed at 3.1,26577,216008
WT_0_C,6495c_CE_pos_WT_0C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.06,5/1/2024 16:54,DETECTED. RT confirmed at 3.1,26708,223061
WT_10_A,6495c_CE_pos_WT_10A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 22:18,DETECTED. RT confirmed at 3.1,20129,164839
WT_10_B,6495c_CE_pos_WT_10B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.04,5/1/2024 16:03,DETECTED. RT confirmed at 3.1,15442,124396
WT_10_C,6495c_CE_pos_WT_10C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.04,5/1/2024 17:45,DETECTED. RT confirmed at 3.1,14207,113907
WT_100_A,6495c_CE_pos_WT_100A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/1/2024 20:52,DETECTED. RT confirmed at 3.1,21356,181386
WT_100_B,6495c_CE_pos_WT_100B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 15:29,DETECTED. RT confirmed at 3.1,17742,142926
WT_100_C,6495c_CE_pos_WT_100C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.95,5/2/2024 0:00,DETECTED. RT confirmed at 3.1,15759,128871
WT_1000_A,6495c_CE_pos_WT_1000A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/1/2024 21:26,DETECTED. RT confirmed at 3.1,16986,138003
WT_1000_B,6495c_CE_pos_WT_1000B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 17:28,DETECTED. RT confirmed at 3.1,16849,135261
WT_1000_C,6495c_CE_pos_WT_1000C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/1/2024 20:18,DETECTED. RT confirmed at 3.1,15596,130062
IN_0_A,6495c_CE_pos_IN_0A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.01,5/1/2024 19:44,DETECTED. RT confirmed at 3.1,10631,95082
IN_0_B,6495c_CE_pos_IN_0B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/2/2024 1:25,DETECTED. RT confirmed at 3.1,16644,132413
IN_0_C,6495c_CE_pos_IN_0C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 18:02,DETECTED. RT confirmed at 3.1,12735,102737
IN_10_A,6495c_CE_pos_IN_10A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.95,5/1/2024 23:26,DETECTED. RT confirmed at 3.1,9876,81441
IN_10_B,6495c_CE_pos_IN_10B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.06,5/1/2024 15:12,DETECTED. RT confirmed at 3.1,14567,118964
IN_10_C,6495c_CE_pos_IN_10C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.99,5/1/2024 19:27,DETECTED. RT confirmed at 3.1,13963,109142
IN_100_A,6495c_CE_pos_IN_100A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.99,5/2/2024 1:08,DETECTED. RT confirmed at 3.1,10641,87531
IN_100_B,6495c_CE_pos_IN_100B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.99,5/1/2024 19:10,DETECTED. RT confirmed at 3.1,6026,49258
IN_100_C,6495c_CE_pos_IN_100C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 20:02,DETECTED. RT confirmed at 3.1,9800,77244
IN_1000_A,6495c_CE_pos_IN_1000A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/2/2024 0:51,DETECTED. RT confirmed at 3.1,8581,65141
IN_1000_B,6495c_CE_pos_IN_1000B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 14:55,DETECTED. RT confirmed at 3.1,9062,77676
IN_1000_C,6495c_CE_pos_IN_1000C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 23:09,DETECTED. RT confirmed at 3.1,7931,68864
INR_0_A,6495c_CE_pos_INR_0A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/2/2024 0:17,DETECTED. RT confirmed at 3.1,9399,81647
INR_0_B,6495c_CE_pos_INR_0B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.96,5/1/2024 23:43,DETECTED. RT confirmed at 3.1,7949,66798
INR_0_C,6495c_CE_pos_INR_0C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.05,5/1/2024 15:46,DETECTED. RT confirmed at 3.1,16381,127567
INR_10_A,6495c_CE_pos_INR_10A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 22:52,DETECTED. RT confirmed at 3.1,11200,94079
INR_10_B,6495c_CE_pos_INR_10B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.98,5/1/2024 22:00,DETECTED. RT confirmed at 3.1,9146,75903
INR_10_C,6495c_CE_pos_INR_10C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.01,5/1/2024 18:19,DETECTED. RT confirmed at 3.1,7549,58895
INR_100_A,6495c_CE_pos_INR_100A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 21:43,DETECTED. RT confirmed at 3.1,8602,71754
INR_100_B,6495c_CE_pos_INR_100B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.03,5/1/2024 17:11,DETECTED. RT confirmed at 3.1,10402,93163
INR_100_C,6495c_CE_pos_INR_100C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.96,5/2/2024 1:59,DETECTED. RT confirmed at 3.1,15585,129816
INR_1000_A,6495c_CE_pos_INR_1000A.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/1/2024 21:09,DETECTED. RT confirmed at 3.1,9639,81092
INR_1000_B,6495c_CE_pos_INR_1000B.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,3.04,5/1/2024 18:53,DETECTED. RT confirmed at 3.1,6823,61754
INR_1000_C,6495c_CE_pos_INR_1000C.d,Poly-unsaturated Fatty Acids_Long,(C18:2) 11-Octadecen-9-ynoic acid,C18H30O2,277.217304,[M-H],light,2.97,5/2/2024 2:16,DETECTED. RT confirmed at 3.1,9485,83359
wakeup_01,6495c_CE_pos_wakeup_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,4.06,5/1/2024 8:41,DETECTED. RT confirmed 3.5,240,543
cleanup_01,6495c_CE_pos_cleanup_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.95,5/2/2024 3:24,DETECTED. RT confirmed 3.5,268,1373
PQC_01,6495c_CE_pos_PQC_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.97,5/1/2024 13:47,DETECTED. RT confirmed 3.5,81372,508914
PQC_02,6495c_CE_pos_PQC_02.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 14:04,DETECTED. RT confirmed 3.5,77489,490236
PQC_03,6495c_CE_pos_PQC_03.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.99,5/1/2024 14:21,DETECTED. RT confirmed 3.5,79244,458523
PQC_04,6495c_CE_pos_PQC_04.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.99,5/1/2024 14:38,DETECTED. RT confirmed 3.5,78956,463124
PQC_05,6495c_CE_pos_PQC_05.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 16:37,DETECTED. RT confirmed 3.5,75547,442395
PQC_06,6495c_CE_pos_PQC_06.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.93,5/1/2024 18:36,DETECTED. RT confirmed 3.5,75399,479870
PQC_07,6495c_CE_pos_PQC_07.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.9,5/1/2024 20:35,DETECTED. RT confirmed 3.5,71541,501975
PQC_08,6495c_CE_pos_PQC_08.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/1/2024 22:35,DETECTED. RT confirmed 3.5,69120,504465
PQC_09,6495c_CE_pos_PQC_09.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/2/2024 0:34,DETECTED. RT confirmed 3.5,68572,493008
PQC_10,6495c_CE_pos_PQC_10.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/2/2024 2:33,DETECTED. RT confirmed 3.5,68227,479325
mb_A_01,6495c_CE_pos_mb_A_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.98,5/1/2024 13:13,DETECTED. RT confirmed 3.5,9876,65941
mb_A_02,6495c_CE_pos_mb_A_02.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.84,5/2/2024 2:50,DETECTED. RT confirmed 3.5,11070,114343
mb_B_01,6495c_CE_pos_mb_B_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.99,5/1/2024 13:30,DETECTED. RT confirmed 3.5,11470,76019
mb_B_02,6495c_CE_pos_mb_B_02.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.85,5/2/2024 3:07,DETECTED. RT confirmed 3.5,9641,99443
sb_00,6495c_CE_pos_sb_00.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.88,5/1/2024 8:58,DETECTED. RT confirmed 3.5,383,1548
sb_01,6495c_CE_pos_sb_01.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.68,5/1/2024 10:06,DETECTED. RT confirmed 3.5,590,6291
sb_02,6495c_CE_pos_sb_02.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/1/2024 12:56,DETECTED. RT confirmed 3.5,399,1987
WT_0_A,6495c_CE_pos_WT_0A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/2/2024 1:42,DETECTED. RT confirmed 3.5,127734,850997
WT_0_B,6495c_CE_pos_WT_0B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.97,5/1/2024 16:20,DETECTED. RT confirmed 3.5,125275,798305
WT_0_C,6495c_CE_pos_WT_0C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 16:54,DETECTED. RT confirmed 3.5,144661,924555
WT_10_A,6495c_CE_pos_WT_10A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.89,5/1/2024 22:18,DETECTED. RT confirmed 3.5,104909,687294
WT_10_B,6495c_CE_pos_WT_10B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 16:03,DETECTED. RT confirmed 3.5,74173,475611
WT_10_C,6495c_CE_pos_WT_10C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.95,5/1/2024 17:45,DETECTED. RT confirmed 3.5,81806,499583
WT_100_A,6495c_CE_pos_WT_100A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.89,5/1/2024 20:52,DETECTED. RT confirmed 3.5,117661,738397
WT_100_B,6495c_CE_pos_WT_100B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.97,5/1/2024 15:29,DETECTED. RT confirmed 3.5,91126,574150
WT_100_C,6495c_CE_pos_WT_100C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/2/2024 0:00,DETECTED. RT confirmed 3.5,88842,570763
WT_1000_A,6495c_CE_pos_WT_1000A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.88,5/1/2024 21:26,DETECTED. RT confirmed 3.5,98717,624512
WT_1000_B,6495c_CE_pos_WT_1000B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.95,5/1/2024 17:28,DETECTED. RT confirmed 3.5,97799,590941
WT_1000_C,6495c_CE_pos_WT_1000C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.89,5/1/2024 20:18,DETECTED. RT confirmed 3.5,85559,548845
IN_0_A,6495c_CE_pos_IN_0A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.92,5/1/2024 19:44,DETECTED. RT confirmed 3.5,68920,435618
IN_0_B,6495c_CE_pos_IN_0B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/2/2024 1:25,DETECTED. RT confirmed 3.5,81897,508317
IN_0_C,6495c_CE_pos_IN_0C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 18:02,DETECTED. RT confirmed 3.5,76276,466352
IN_10_A,6495c_CE_pos_IN_10A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/1/2024 23:26,DETECTED. RT confirmed 3.5,54005,359646
IN_10_B,6495c_CE_pos_IN_10B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.98,5/1/2024 15:12,DETECTED. RT confirmed 3.5,82188,500135
IN_10_C,6495c_CE_pos_IN_10C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.9,5/1/2024 19:27,DETECTED. RT confirmed 3.5,74663,456104
IN_100_A,6495c_CE_pos_IN_100A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/2/2024 1:08,DETECTED. RT confirmed 3.5,55645,355173
IN_100_B,6495c_CE_pos_IN_100B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.9,5/1/2024 19:10,DETECTED. RT confirmed 3.5,39512,238259
IN_100_C,6495c_CE_pos_IN_100C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.88,5/1/2024 20:02,DETECTED. RT confirmed 3.5,54581,334867
IN_1000_A,6495c_CE_pos_IN_1000A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/2/2024 0:51,DETECTED. RT confirmed 3.5,48714,282928
IN_1000_B,6495c_CE_pos_IN_1000B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.97,5/1/2024 14:55,DETECTED. RT confirmed 3.5,52245,324527
IN_1000_C,6495c_CE_pos_IN_1000C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/1/2024 23:09,DETECTED. RT confirmed 3.5,47514,301487
INR_0_A,6495c_CE_pos_INR_0A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.89,5/2/2024 0:17,DETECTED. RT confirmed 3.5,46804,308659
INR_0_B,6495c_CE_pos_INR_0B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.85,5/1/2024 23:43,DETECTED. RT confirmed 3.5,43052,259697
INR_0_C,6495c_CE_pos_INR_0C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 15:46,DETECTED. RT confirmed 3.5,69855,436889
INR_10_A,6495c_CE_pos_INR_10A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/1/2024 22:52,DETECTED. RT confirmed 3.5,56096,347068
INR_10_B,6495c_CE_pos_INR_10B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.88,5/1/2024 22:00,DETECTED. RT confirmed 3.5,47014,297623
INR_10_C,6495c_CE_pos_INR_10C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.94,5/1/2024 18:19,DETECTED. RT confirmed 3.5,38865,239035
INR_100_A,6495c_CE_pos_INR_100A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/1/2024 21:43,DETECTED. RT confirmed 3.5,45279,289141
INR_100_B,6495c_CE_pos_INR_100B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.96,5/1/2024 17:11,DETECTED. RT confirmed 3.5,58703,370072
INR_100_C,6495c_CE_pos_INR_100C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.86,5/2/2024 1:59,DETECTED. RT confirmed 3.5,83024,526517
INR_1000_A,6495c_CE_pos_INR_1000A.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.89,5/1/2024 21:09,DETECTED. RT confirmed 3.5,51798,327524
INR_1000_B,6495c_CE_pos_INR_1000B.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.92,5/1/2024 18:53,DETECTED. RT confirmed 3.5,42000,258897
INR_1000_C,6495c_CE_pos_INR_1000C.d,Mono-unsaturated Fatty Acids_Long,(C18:1) 17-Octadecynoic acid,C18H32O2,279.232954,[M-H],light,3.87,5/2/2024 2:16,DETECTED. RT confirmed 3.5,50823,334553
